550794660	996995087	152482861	559572884	333064633	63228388	623635132
54973496	971077329	30110534	237202390	229342839	387339746	306145098
161609560	149973722	470714967	963358905	333481640	559840903	930832558
410014505	976035200	342945794	993577996	474523795	234002433	383974458
335559122	613214388	136397900	205459346	171545693	954589213	727154832
387170387	810640416	369888573	446483117	740513102	512333474	553176612
648564085	416226745	580762885	433950435	849014523	959051988	443507451
25215009	486862384	499880993	646817002	727272188	709450633	9838077
594615445	703940557	427827450	556080462	209998902	142467459	696745489
323538882	337201452	856802738	371995151	988819576	258225028	621757845
494509713	1946001	891645631	809205381	736927876	317045295	117557479
93629990	6621712	829859756	401935058	761058525	94256785	463064173
596621401	194774676	811779911	692267845	634448634	924950731	430882199
550176045	328577366	349472798	225432312	299216911	824604264	687124003
558220821	631579620	449747355	284666930	463329190	101452093	481198956
902006878	287084749	177133164	849088466	294999418	729763957	773267208
47627269	816420837	106030129	691889118	895279593	854596707	225168509
178480271	720070026	357895849	872112181	405353576	423094188	856197180
124019972	24290664	246899700	777376125	182442379	671715025	253050140
540324647	194312811	867279241	158552203	744370231	381652800	654616915
30824946	160872644	646141515	34387078	909567601	382311444	457934701
462524438	762690214	35719110	417131539	530587301	528639798	894164043
353149784	357292705	698352710	27226985	533843339	415808123	594181747
124050075	519511481	891154875	331321584	834450690	242359100	313507341
502478522	263349493	423726377	603554863	249462135	47310722	541144501
451214296	19861096	833533706	953335343	364579887	323776398	45932985
637818837	848324321	294228621	25346238	447989799	578050722	496531963
53657713	380006029	792765369	34431229	129965908	82279118	198939065
17350361	427430190	550797486	984146826	118599310	171567062	628454766
853618033	305412783	982490668	560003228	251906467	146589293	618466429
446474680	190200060	744354580	730303677	103889580	1081535	15651656
976496809	167376129	843364780	635964238	416034005	965787598	12804997
868645635	160229459	31791740	452136271	618880382	180055944	228375739
597300656	506478756	866973003	781141327	353555846	731079826
